Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code,Loan_Purpose,Policy_Code_Group,Year,Quarter,Risk_Score_Bin
20000.0,2014-02-13,debt_consolidation,713.0,25.75,325xx,FL,5,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
20000.0,2014-02-14,Credit card refinancing,693.0,14.2,405xx,KY,3,0.0,Credit Card,Standard Decline,2014,1,600-700
35000.0,2014-02-14,home_improvement,729.0,8.11,773xx,TX,5,0.0,Home Improvement,Standard Decline,2014,1,700-800
8000.0,2014-02-14,debt_consolidation,686.0,9.63,605xx,IL,5,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
30000.0,2014-02-14,medical,696.0,1.02,531xx,WI,10,0.0,medical,Standard Decline,2014,1,600-700
15000.0,2014-02-14,Medical expenses,680.0,8.15,988xx,WA,9,0.0,Medical,Standard Decline,2014,1,600-700
10000.0,2014-02-14,Debt consolidation,700.0,21.65,956xx,CA,10,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
1500.0,2014-02-14,debt_consolidation,680.0,14.32,927xx,CA,5,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
35000.0,2014-02-15,Credit card refinancing,702.0,19.41,802xx,CO,2,0.0,Credit Card,Standard Decline,2014,1,700-800
35000.0,2014-02-15,other,802.0,0.15,458xx,OH,5,0.0,Other,Standard Decline,2014,1,>800
10000.0,2014-02-15,Other,702.0,0.8,114xx,NY,4,0.0,Other,Standard Decline,2014,1,700-800
10000.0,2014-02-15,Debt consolidation,718.0,2.19,339xx,FL,3,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
25000.0,2014-02-15,Debt consolidation,828.0,5.88,787xx,TX,4,0.0,Debt Consolidation,Standard Decline,2014,1,>800
15000.0,2014-02-15,Debt consolidation,749.0,19.73,331xx,FL,10,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
18000.0,2014-02-15,Debt consolidation,735.0,21.63,782xx,TX,3,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
7425.0,2014-02-16,Business,741.0,12.29,303xx,GA,7,0.0,business,Standard Decline,2014,1,700-800
15000.0,2014-02-16,Debt consolidation,690.0,20.92,484xx,MI,10,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
25000.0,2014-02-17,debt_consolidation,753.0,15.41,183xx,PA,5,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
15000.0,2014-02-17,home_improvement,726.0,2.89,310xx,GA,5,0.0,Home Improvement,Standard Decline,2014,1,700-800
10000.0,2014-02-17,other,703.0,2.19,800xx,CO,5,0.0,Other,Standard Decline,2014,1,700-800
7000.0,2014-02-18,Credit card refinancing,680.0,22.97,785xx,TX,10,0.0,Credit Card,Standard Decline,2014,1,600-700
10000.0,2014-02-18,Other,712.0,22.82,341xx,FL,4,0.0,Other,Standard Decline,2014,1,700-800
20000.0,2014-02-18,Debt consolidation,711.0,9.93,463xx,IN,9,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
1000.0,2014-02-18,Major purchase,710.0,3.84,207xx,MD,5,0.0,major purchase,Standard Decline,2014,1,700-800
25000.0,2014-02-19,Green loan,928.0,0.9,750xx,TX,10,0.0,green loan,Standard Decline,2014,1,
35000.0,2014-02-19,Other,696.0,29.64,183xx,PA,4,0.0,Other,Standard Decline,2014,1,600-700
22000.0,2014-02-19,Debt consolidation,691.0,9.8,328xx,FL,2,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
1500.0,2014-02-19,other,701.0,0.0,431xx,OH,5,0.0,Other,Standard Decline,2014,1,700-800
8000.0,2014-02-19,Other,738.0,4.0,330xx,FL,10,0.0,Other,Standard Decline,2014,1,700-800
35000.0,2014-02-19,Debt consolidation,685.0,9.35,537xx,WI,9,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
10000.0,2014-02-19,Other,770.0,22.82,759xx,TX,5,0.0,Other,Standard Decline,2014,1,700-800
10000.0,2014-02-19,debt_consolidation,682.0,19.84,121xx,NY,5,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
10000.0,2014-02-20,debt_consolidation,771.0,28.72,350xx,AL,5,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
12000.0,2014-02-20,medical,708.0,29.65,752xx,TX,9,0.0,medical,Standard Decline,2014,1,700-800
1000.0,2014-02-21,other,698.0,21.23,384xx,TN,5,0.0,Other,Standard Decline,2014,1,600-700
10000.0,2014-02-21,Other,685.0,20.28,945xx,CA,4,0.0,Other,Standard Decline,2014,1,600-700
20000.0,2014-02-21,Debt consolidation,774.0,13.64,974xx,OR,7,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
4000.0,2014-02-21,Home improvement,749.0,25.56,120xx,NY,4,0.0,Home Improvement,Standard Decline,2014,1,700-800
25000.0,2014-02-21,Debt consolidation,742.0,16.37,606xx,IL,6,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
6000.0,2014-02-22,Debt consolidation,722.0,16.76,074xx,NJ,8,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
10000.0,2014-02-22,Business,692.0,19.47,662xx,KS,3,0.0,business,Standard Decline,2014,1,600-700
25000.0,2014-02-22,Debt consolidation,741.0,20.24,305xx,GA,6,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
21000.0,2014-02-22,credit_card,725.0,3.51,601xx,IL,5,0.0,Credit Card,Standard Decline,2014,1,700-800
25000.0,2014-02-22,Debt consolidation,689.0,28.06,752xx,TX,2,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
21000.0,2014-02-22,Home improvement,730.0,14.9,923xx,CA,10,0.0,Home Improvement,Standard Decline,2014,1,700-800
20000.0,2014-02-22,Debt consolidation,701.0,9.53,913xx,CA,3,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
8575.0,2014-02-23,car,693.0,20.13,253xx,WV,8,0.0,car,Standard Decline,2014,1,600-700
35000.0,2014-02-23,Credit card refinancing,683.0,29.4,928xx,CA,3,0.0,Credit Card,Standard Decline,2014,1,600-700
10000.0,2014-02-23,Debt consolidation,697.0,18.86,891xx,NV,5,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
8000.0,2014-02-24,Debt consolidation,742.0,22.52,112xx,NY,3,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
10000.0,2014-02-24,Debt consolidation,682.0,6.18,233xx,VA,3,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
6500.0,2014-02-24,Debt consolidation,713.0,15.44,920xx,CA,10,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
15000.0,2014-02-24,Debt consolidation,703.0,26.8,435xx,OH,9,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
5000.0,2014-02-24,other,726.0,5.16,937xx,CA,5,0.0,Other,Standard Decline,2014,1,700-800
8000.0,2014-02-24,Debt consolidation,690.0,11.24,928xx,CA,4,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
15000.0,2014-02-24,credit_card,687.0,12.21,114xx,NY,5,0.0,Credit Card,Standard Decline,2014,1,600-700
35000.0,2014-02-25,Debt consolidation,701.0,21.41,781xx,TX,10,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
10000.0,2014-02-25,Debt consolidation,693.0,6.75,805xx,CO,10,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
20000.0,2014-02-25,major_purchase,690.0,9.26,982xx,WA,5,0.0,major_purchase,Standard Decline,2014,1,600-700
5000.0,2014-02-25,other,722.0,0.0,902xx,CA,10,0.0,Other,Standard Decline,2014,1,700-800
35000.0,2014-02-25,Debt consolidation,686.0,28.03,550xx,MN,4,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
16000.0,2014-02-25,Credit card refinancing,748.0,5.96,786xx,TX,10,0.0,Credit Card,Standard Decline,2014,1,700-800
35000.0,2014-02-26,Credit card refinancing,840.0,14.52,068xx,CT,10,0.0,Credit Card,Standard Decline,2014,1,>800
15000.0,2014-02-26,Debt consolidation,688.0,9.01,100xx,NY,10,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
2500.0,2014-02-26,other,684.0,2.9,329xx,FL,5,0.0,Other,Standard Decline,2014,1,600-700
7000.0,2014-02-26,medical,689.0,3.0,981xx,WA,5,0.0,medical,Standard Decline,2014,1,600-700
35000.0,2014-02-26,Credit card refinancing,785.0,18.71,146xx,NY,10,0.0,Credit Card,Standard Decline,2014,1,700-800
10000.0,2014-02-26,Home improvement,808.0,3.49,801xx,CO,5,0.0,Home Improvement,Standard Decline,2014,1,>800
25000.0,2014-02-26,Debt consolidation,810.0,6.73,322xx,FL,3,0.0,Debt Consolidation,Standard Decline,2014,1,>800
10000.0,2014-02-26,Credit card refinancing,715.0,14.89,027xx,MA,10,0.0,Credit Card,Standard Decline,2014,1,700-800
2800.0,2014-02-26,other,731.0,4.55,346xx,FL,5,0.0,Other,Standard Decline,2014,1,700-800
3500.0,2014-02-27,debt_consolidation,688.0,1.97,640xx,MO,5,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
15000.0,2014-02-27,Credit card refinancing,686.0,17.91,124xx,NY,10,0.0,Credit Card,Standard Decline,2014,1,600-700
6000.0,2014-02-27,Car financing,707.0,13.68,677xx,KS,2,0.0,Car Financing,Standard Decline,2014,1,700-800
3000.0,2014-02-27,Business,784.0,4.87,551xx,MN,7,0.0,business,Standard Decline,2014,1,700-800
35000.0,2014-02-27,Debt consolidation,801.0,13.77,222xx,VA,5,0.0,Debt Consolidation,Standard Decline,2014,1,>800
35000.0,2014-02-27,Credit card refinancing,692.0,10.32,298xx,SC,10,0.0,Credit Card,Standard Decline,2014,1,600-700
7000.0,2014-02-27,Credit card refinancing,708.0,29.97,331xx,FL,10,0.0,Credit Card,Standard Decline,2014,1,700-800
18000.0,2014-02-27,debt_consolidation,687.0,20.65,330xx,FL,5,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
10000.0,2014-02-27,debt_consolidation,749.0,0.0,329xx,FL,5,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
15000.0,2014-02-27,Debt consolidation,764.0,5.78,752xx,TX,3,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
35000.0,2014-02-28,Credit card refinancing,714.0,16.0,800xx,CO,8,0.0,Credit Card,Standard Decline,2014,1,700-800
15000.0,2014-02-28,debt_consolidation,710.0,20.09,064xx,CT,5,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
31000.0,2014-02-28,Credit card refinancing,791.0,26.64,890xx,NV,5,0.0,Credit Card,Standard Decline,2014,1,700-800
12000.0,2014-02-28,car,686.0,20.34,948xx,CA,5,0.0,car,Standard Decline,2014,1,600-700
15000.0,2014-02-28,Home improvement,710.0,8.1,759xx,TX,8,0.0,Home Improvement,Standard Decline,2014,1,700-800
19000.0,2014-02-28,Debt consolidation,746.0,19.88,935xx,CA,10,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
1000.0,2014-02-28,moving,684.0,17.25,906xx,CA,5,0.0,moving,Standard Decline,2014,1,600-700
5000.0,2014-03-01,debt_consolidation,687.0,11.36,117xx,NY,5,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
35000.0,2014-03-01,Debt consolidation,680.0,17.67,325xx,FL,10,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
3000.0,2014-03-01,credit_card,705.0,18.55,151xx,PA,5,0.0,Credit Card,Standard Decline,2014,1,700-800
35000.0,2014-03-01,Home improvement,725.0,4.72,628xx,IL,5,0.0,Home Improvement,Standard Decline,2014,1,700-800
10000.0,2014-03-02,Credit card refinancing,699.0,2.61,070xx,NJ,10,0.0,Credit Card,Standard Decline,2014,1,600-700
15000.0,2014-03-02,Debt consolidation,725.0,25.2,410xx,KY,7,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
5400.0,2014-03-02,Debt consolidation,764.0,15.09,941xx,CA,4,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
15000.0,2014-03-02,Home improvement,684.0,6.79,463xx,IN,10,0.0,Home Improvement,Standard Decline,2014,1,600-700
20000.0,2014-03-02,small_business,764.0,1.4,803xx,CO,5,0.0,small_business,Standard Decline,2014,1,700-800
35000.0,2014-03-02,Debt consolidation,724.0,7.64,079xx,NJ,4,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
10000.0,2014-03-02,Credit card refinancing,702.0,7.48,606xx,IL,4,0.0,Credit Card,Standard Decline,2014,1,700-800
30000.0,2014-03-03,Debt consolidation,687.0,2.94,432xx,OH,4,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
20000.0,2014-03-03,Debt consolidation,714.0,19.97,786xx,TX,9,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
20000.0,2014-03-03,Credit card refinancing,702.0,10.15,331xx,FL,2,0.0,Credit Card,Standard Decline,2014,1,700-800
13000.0,2014-03-03,other,685.0,16.29,160xx,PA,5,0.0,Other,Standard Decline,2014,1,600-700
10000.0,2014-03-03,Debt consolidation,699.0,10.44,840xx,UT,6,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
2500.0,2014-03-03,Credit card refinancing,726.0,4.07,917xx,CA,4,0.0,Credit Card,Standard Decline,2014,1,700-800
35000.0,2014-03-03,Business,739.0,22.07,405xx,KY,3,0.0,business,Standard Decline,2014,1,700-800
20000.0,2014-03-04,Debt consolidation,743.0,26.96,310xx,GA,8,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
6525.0,2014-03-04,Credit card refinancing,688.0,9.53,476xx,IN,5,0.0,Credit Card,Standard Decline,2014,1,600-700
20000.0,2014-03-04,credit_card,709.0,24.61,064xx,CT,5,0.0,Credit Card,Standard Decline,2014,1,700-800
20000.0,2014-03-04,Debt consolidation,686.0,21.57,109xx,NY,6,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
25000.0,2014-03-04,Home improvement,734.0,28.31,799xx,TX,10,0.0,Home Improvement,Standard Decline,2014,1,700-800
3000.0,2014-03-04,Debt consolidation,818.0,9.92,948xx,CA,5,0.0,Debt Consolidation,Standard Decline,2014,1,>800
3000.0,2014-03-04,vacation,723.0,8.21,067xx,CT,5,0.0,vacation,Standard Decline,2014,1,700-800
35000.0,2014-03-04,Home improvement,710.0,2.52,070xx,NJ,3,0.0,Home Improvement,Standard Decline,2014,1,700-800
20000.0,2014-03-04,Debt consolidation,694.0,18.09,774xx,TX,5,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
20000.0,2014-03-04,Debt consolidation,722.0,15.71,935xx,CA,7,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
10000.0,2014-03-04,Credit card refinancing,684.0,18.45,482xx,MI,10,0.0,Credit Card,Standard Decline,2014,1,600-700
30000.0,2014-03-04,Debt consolidation,760.0,10.57,752xx,TX,10,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
35000.0,2014-03-05,debt_consolidation,765.0,27.14,212xx,MD,5,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
35000.0,2014-03-05,credit_card,699.0,25.27,071xx,NJ,5,0.0,Credit Card,Standard Decline,2014,1,600-700
10000.0,2014-03-05,Credit card refinancing,766.0,11.86,750xx,TX,10,0.0,Credit Card,Standard Decline,2014,1,700-800
25000.0,2014-03-05,Debt consolidation,716.0,29.78,594xx,MT,8,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
13000.0,2014-03-05,other,685.0,1.2,498xx,MI,5,0.0,Other,Standard Decline,2014,1,600-700
20000.0,2014-03-05,Business,853.0,6.69,082xx,NJ,10,0.0,business,Standard Decline,2014,1,
25000.0,2014-03-05,Major purchase,807.0,0.3,928xx,CA,3,0.0,major purchase,Standard Decline,2014,1,>800
10000.0,2014-03-05,Home improvement,744.0,18.72,197xx,DE,10,0.0,Home Improvement,Standard Decline,2014,1,700-800
15000.0,2014-03-06,Debt consolidation,794.0,10.61,015xx,MA,10,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
35000.0,2014-03-06,Debt consolidation,741.0,6.92,117xx,NY,2,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
10000.0,2014-03-06,Debt consolidation,757.0,17.91,206xx,MD,4,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
10000.0,2014-03-06,small_business,683.0,8.61,914xx,CA,5,0.0,small_business,Standard Decline,2014,1,600-700
20000.0,2014-03-06,debt_consolidation,712.0,14.16,551xx,MN,10,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
2000.0,2014-03-06,moving,690.0,27.05,787xx,TX,5,0.0,moving,Standard Decline,2014,1,600-700
4800.0,2014-03-06,debt_consolidation,682.0,12.12,235xx,VA,5,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
28000.0,2014-03-06,Home improvement,817.0,1.15,112xx,NY,10,0.0,Home Improvement,Standard Decline,2014,1,>800
30000.0,2014-03-07,credit_card,708.0,15.16,949xx,CA,5,0.0,Credit Card,Standard Decline,2014,1,700-800
10000.0,2014-03-07,other,748.0,0.38,333xx,FL,5,0.0,Other,Standard Decline,2014,1,700-800
20000.0,2014-03-08,debt_consolidation,771.0,21.34,334xx,FL,10,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
20000.0,2014-03-08,Debt consolidation,799.0,16.54,751xx,TX,7,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
14000.0,2014-03-08,Credit card refinancing,750.0,23.09,012xx,MA,10,0.0,Credit Card,Standard Decline,2014,1,700-800
10000.0,2014-03-08,Debt consolidation,724.0,24.84,900xx,CA,8,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
6000.0,2014-03-08,Debt consolidation,748.0,10.11,285xx,NC,4,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
15000.0,2014-03-08,Debt consolidation,740.0,5.32,305xx,GA,8,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
4000.0,2014-03-08,car,729.0,1.54,104xx,NY,5,0.0,car,Standard Decline,2014,1,700-800
3500.0,2014-03-08,Moving and relocation,984.0,14.08,312xx,GA,10,0.0,moving and relocation,Standard Decline,2014,1,
5000.0,2014-03-08,Debt consolidation,776.0,1.56,760xx,TX,7,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
26000.0,2014-03-09,Debt consolidation,684.0,10.39,174xx,PA,5,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
25000.0,2014-03-09,Debt consolidation,699.0,4.78,107xx,NY,8,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
3500.0,2014-03-10,car,682.0,14.95,545xx,WI,5,0.0,car,Standard Decline,2014,1,600-700
35000.0,2014-03-10,Debt consolidation,706.0,26.02,805xx,CO,8,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
9850.0,2014-03-10,Debt consolidation,745.0,15.42,928xx,CA,2,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
8000.0,2014-03-10,Debt consolidation,785.0,23.55,221xx,VA,3,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
30000.0,2014-03-10,Home improvement,844.0,2.66,361xx,AL,8,0.0,Home Improvement,Standard Decline,2014,1,>800
10000.0,2014-03-11,Debt consolidation,721.0,7.22,551xx,MN,2,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
27000.0,2014-03-11,Business,686.0,11.19,111xx,NY,3,0.0,business,Standard Decline,2014,1,600-700
15000.0,2014-03-11,Credit card refinancing,692.0,21.02,774xx,TX,7,0.0,Credit Card,Standard Decline,2014,1,600-700
10000.0,2014-03-11,Credit card refinancing,696.0,17.23,064xx,CT,5,0.0,Credit Card,Standard Decline,2014,1,600-700
20000.0,2014-03-11,debt_consolidation,682.0,25.97,750xx,TX,5,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
3000.0,2014-03-11,Home improvement,684.0,13.69,900xx,CA,10,0.0,Home Improvement,Standard Decline,2014,1,600-700
20000.0,2014-03-11,Debt consolidation,722.0,22.14,951xx,CA,10,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
10000.0,2014-03-11,Debt consolidation,708.0,14.53,670xx,KS,10,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
23000.0,2014-03-11,Debt consolidation,763.0,19.95,774xx,TX,4,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
15000.0,2014-03-12,small_business,722.0,25.89,444xx,OH,5,0.0,small_business,Standard Decline,2014,1,700-800
10000.0,2014-03-12,Debt consolidation,687.0,16.13,334xx,FL,6,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
35000.0,2014-03-12,Debt consolidation,694.0,12.88,820xx,WY,5,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
10000.0,2014-03-12,Home improvement,760.0,15.16,331xx,FL,10,0.0,Home Improvement,Standard Decline,2014,1,700-800
10400.0,2014-03-12,other,689.0,10.6,945xx,CA,5,0.0,Other,Standard Decline,2014,1,600-700
10000.0,2014-03-12,Home improvement,705.0,8.48,018xx,MA,4,0.0,Home Improvement,Standard Decline,2014,1,700-800
30000.0,2014-03-13,Debt consolidation,714.0,4.45,604xx,IL,10,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
3000.0,2014-03-13,Moving and relocation,877.0,8.51,778xx,TX,10,0.0,moving and relocation,Standard Decline,2014,1,
15000.0,2014-03-13,Debt consolidation,720.0,22.31,342xx,FL,6,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
23000.0,2014-03-13,Debt consolidation,683.0,28.35,956xx,CA,3,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
15000.0,2014-03-13,Car financing,710.0,25.92,071xx,NJ,9,0.0,Car Financing,Standard Decline,2014,1,700-800
25000.0,2014-03-13,Debt consolidation,805.0,3.92,085xx,NJ,8,0.0,Debt Consolidation,Standard Decline,2014,1,>800
15000.0,2014-03-13,Debt consolidation,686.0,5.21,945xx,CA,10,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
4000.0,2014-03-14,debt_consolidation,688.0,18.95,021xx,MA,5,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
35000.0,2014-03-14,Debt consolidation,859.0,14.13,247xx,VA,10,0.0,Debt Consolidation,Standard Decline,2014,1,
17000.0,2014-03-14,major_purchase,727.0,18.93,358xx,AL,5,0.0,major_purchase,Standard Decline,2014,1,700-800
12000.0,2014-03-14,Debt consolidation,718.0,14.45,974xx,OR,2,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
35000.0,2014-03-14,Debt consolidation,680.0,12.89,291xx,SC,10,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
35000.0,2014-03-14,home_improvement,727.0,5.86,923xx,CA,5,0.0,Home Improvement,Standard Decline,2014,1,700-800
10000.0,2014-03-15,Medical expenses,732.0,3.23,146xx,NY,2,0.0,Medical,Standard Decline,2014,1,700-800
2500.0,2014-03-15,debt_consolidation,693.0,21.97,300xx,GA,5,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
4000.0,2014-03-15,debt_consolidation,693.0,1.44,462xx,IN,5,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
15000.0,2014-03-15,Debt consolidation,738.0,14.67,488xx,MI,10,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
25000.0,2014-03-15,Home buying,687.0,24.12,107xx,NY,8,0.0,home buying,Standard Decline,2014,1,600-700
35000.0,2014-03-15,Business,700.0,11.23,905xx,CA,2,0.0,business,Standard Decline,2014,1,600-700
12000.0,2014-03-16,credit_card,802.0,12.63,064xx,CT,5,0.0,Credit Card,Standard Decline,2014,1,>800
15000.0,2014-03-16,Debt consolidation,777.0,21.35,757xx,TX,3,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
12000.0,2014-03-16,Credit card refinancing,690.0,6.16,857xx,AZ,8,0.0,Credit Card,Standard Decline,2014,1,600-700
23000.0,2014-03-16,Debt consolidation,723.0,16.41,376xx,TN,10,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
11000.0,2014-03-16,Credit card refinancing,744.0,26.68,930xx,CA,7,0.0,Credit Card,Standard Decline,2014,1,700-800
35000.0,2014-03-16,Credit card refinancing,724.0,21.19,532xx,WI,10,0.0,Credit Card,Standard Decline,2014,1,700-800
10000.0,2014-03-17,medical,692.0,16.11,481xx,MI,4,0.0,medical,Standard Decline,2014,1,600-700
8000.0,2014-03-17,Debt consolidation,680.0,15.6,952xx,CA,3,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
30000.0,2014-03-17,home_improvement,725.0,18.42,785xx,TX,5,0.0,Home Improvement,Standard Decline,2014,1,700-800
25000.0,2014-03-17,Business,731.0,14.8,662xx,KS,3,0.0,business,Standard Decline,2014,1,700-800
35000.0,2014-03-17,Debt consolidation,705.0,22.73,537xx,WI,10,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
35000.0,2014-03-17,Debt consolidation,746.0,22.89,021xx,MA,10,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
22000.0,2014-03-17,Business,700.0,11.54,139xx,NY,5,0.0,business,Standard Decline,2014,1,600-700
35000.0,2014-03-17,Debt consolidation,731.0,29.63,103xx,NY,5,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
20000.0,2014-03-17,major_purchase,688.0,-1.0,740xx,OK,4,0.0,major_purchase,Standard Decline,2014,1,600-700
24000.0,2014-03-17,Credit card refinancing,723.0,16.46,100xx,NY,5,0.0,Credit Card,Standard Decline,2014,1,700-800
16000.0,2014-03-18,Credit card refinancing,711.0,17.54,660xx,KS,10,0.0,Credit Card,Standard Decline,2014,1,700-800
5000.0,2014-03-18,vacation,735.0,20.91,880xx,NM,5,0.0,vacation,Standard Decline,2014,1,700-800
15000.0,2014-03-18,Home improvement,712.0,5.58,664xx,KS,10,0.0,Home Improvement,Standard Decline,2014,1,700-800
28000.0,2014-03-18,Credit card refinancing,721.0,13.31,926xx,CA,8,0.0,Credit Card,Standard Decline,2014,1,700-800
20000.0,2014-03-19,Car financing,717.0,20.2,812xx,CO,8,0.0,Car Financing,Standard Decline,2014,1,700-800
12000.0,2014-03-19,Debt consolidation,685.0,25.71,129xx,NY,9,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
15000.0,2014-03-19,debt_consolidation,704.0,12.17,482xx,MI,5,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
35000.0,2014-03-19,Other,701.0,28.26,284xx,NC,10,0.0,Other,Standard Decline,2014,1,700-800
10000.0,2014-03-19,Debt consolidation,706.0,9.98,207xx,MD,10,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
1000.0,2014-03-19,Debt consolidation,684.0,5.13,985xx,WA,3,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
35000.0,2014-03-19,Business,684.0,12.29,077xx,NJ,6,0.0,business,Standard Decline,2014,1,600-700
6000.0,2014-03-19,medical,716.0,5.09,782xx,TX,6,0.0,medical,Standard Decline,2014,1,700-800
35000.0,2014-03-19,Credit card refinancing,690.0,11.59,932xx,CA,4,0.0,Credit Card,Standard Decline,2014,1,600-700
6000.0,2014-03-19,Debt consolidation,699.0,4.84,354xx,AL,10,0.0,Debt Consolidation,Standard Decline,2014,1,600-700
3975.0,2014-03-20,car,680.0,3.74,864xx,AZ,6,0.0,car,Standard Decline,2014,1,600-700
10000.0,2014-03-20,Debt consolidation,715.0,26.95,925xx,CA,10,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
2500.0,2014-03-20,Debt consolidation,722.0,26.95,120xx,NY,7,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
25000.0,2014-03-20,Debt consolidation,714.0,10.76,894xx,NV,3,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
7000.0,2014-03-20,Debt consolidation,718.0,26.03,926xx,CA,5,0.0,Debt Consolidation,Standard Decline,2014,1,700-800
7000.0,2014-03-20,other,714.0,0.48,481xx,MI,5,0.0,Other,Standard Decline,2014,1,700-800
